Date,Open,High,Low,Close,Volume,Name
10/2/2009,117.4,119.66,117.26,119.02,7585296,IBM
10/5/2009,118.9,120.18,118.13,119.75,5673472,IBM
10/6/2009,120.39,121.59,120.22,121.35,6659151,IBM
10/7/2009,121.12,122.85,120.94,122.78,5967677,IBM
10/8/2009,122.52,122.98,121.85,122.29,6501378,IBM
10/9/2009,122.43,126,122.3,125.93,13123483,IBM
10/12/2009,125.44,127.1,125.2,127.04,7730425,IBM
10/13/2009,126.22,127.39,126.2,127.02,7582436,IBM
10/14/2009,127.71,128.61,126.6,128.35,9558486,IBM
10/15/2009,127.56,128,126.32,127.98,11952990,IBM
10/16/2009,123.15,123.7,121.25,121.64,19218945,IBM
10/19/2009,121.76,123.36,121.61,123.06,7514034,IBM
10/20/2009,123.36,123.5,121.5,122.82,8780912,IBM
10/21/2009,122.18,124.11,120.86,120.87,7175154,IBM
10/22/2009,120.75,123,120.34,122.69,6029228,IBM
10/23/2009,122.95,123.06,120,120.36,6799823,IBM
10/26/2009,120.61,122.44,119.55,120.11,6539803,IBM
10/27/2009,120.18,122.14,119.15,120.65,9445982,IBM
10/28/2009,120.47,121.68,119.87,121.5,8782409,IBM
10/29/2009,122.15,123.03,121.6,122.87,6309369,IBM
10/30/2009,122.63,124.3,120.48,120.61,7716347,IBM
11/2/2009,120.77,121.93,119.5,120.56,7050252,IBM
11/3/2009,119.53,121.19,119.53,121.16,5720434,IBM
11/4/2009,121.46,122.5,121.16,121.29,6353648,IBM
11/5/2009,122.12,123.5,122,123.1,6703852,IBM
11/6/2009,122.51,123.49,122.23,123.49,4979517,IBM
11/9/2009,123.92,126,123.49,126,7767199,IBM
11/10/2009,125.3,127.05,125.17,126.91,6444507,IBM
11/11/2009,126.55,127.3,125.94,127.19,6531368,IBM
11/12/2009,126.61,127.65,126.11,126.26,5345379,IBM
11/13/2009,126.41,127.8,126.27,127.03,4986825,IBM
11/16/2009,127.17,128.24,127.03,128.21,7975416,IBM
11/17/2009,127.43,128.66,127.4,128.63,7910332,IBM
11/18/2009,128.05,128.35,127.55,128.15,3970158,IBM
11/19/2009,127.28,127.84,126.51,127.54,5309025,IBM
11/20/2009,127.17,127.69,126.46,126.96,5354701,IBM
11/23/2009,127.7,128.94,127.65,128.2,7003414,IBM
11/24/2009,127.9,128.32,127.14,127.93,4822106,IBM
11/25/2009,127.88,128.22,127.08,127.28,3970966,IBM
11/27/2009,124.59,126.62,124.26,125.7,3319189,IBM
11/30/2009,125.12,126.6,124.92,126.35,6302942,IBM
12/1/2009,127.29,128.39,126.85,127.94,6578504,IBM
12/2/2009,127.32,128.39,127.16,127.21,4599675,IBM
12/3/2009,127.6,128.47,127.25,127.55,5759913,IBM
12/4/2009,128.4,128.9,126,127.25,7068967,IBM
12/7/2009,126.88,127.53,126.59,127.04,4144680,IBM
12/8/2009,126.97,127.35,126.16,126.8,5351458,IBM
12/9/2009,126.7,128.39,126.11,128.39,6071919,IBM
12/10/2009,128.13,129.47,128.09,129.34,7077907,IBM
12/11/2009,129.01,129.77,128.71,129.68,6599285,IBM
12/14/2009,129.65,129.98,129.6,129.93,5202187,IBM
12/15/2009,129.46,129.86,127.94,128.49,8033372,IBM
12/16/2009,128.74,129.6,128.35,128.71,6372736,IBM
12/17/2009,128,128.56,127.12,127.4,5910454,IBM
12/18/2009,127.97,128.39,127,127.91,9106601,IBM
12/21/2009,127.8,128.94,127.68,128.65,4775164,IBM
12/22/2009,129.3,129.98,129.19,129.93,5535651,IBM
12/23/2009,129.7,130,129.3,130,4129112,IBM
12/24/2009,129.89,130.57,129.48,130.57,4265079,IBM
12/28/2009,130.99,132.31,130.72,132.31,5801087,IBM
12/29/2009,132.28,132.37,131.8,131.85,4184782,IBM
12/30/2009,131.23,132.68,130.68,132.57,3867291,IBM
12/31/2009,132.41,132.85,130.75,130.9,4225128,IBM
1/4/2010,131.18,132.97,130.85,132.45,6155846,IBM
1/5/2010,131.68,131.85,130.1,130.85,6842471,IBM
1/6/2010,130.68,131.49,129.81,130,5605290,IBM
1/7/2010,129.87,130.25,128.91,129.55,5840569,IBM
1/8/2010,129.07,130.92,129.05,130.85,4197105,IBM
1/11/2010,131.06,131.06,128.67,129.48,5731177,IBM
1/12/2010,129.03,131.33,129,130.51,8083354,IBM
1/13/2010,130.39,131.12,129.16,130.23,6458302,IBM
1/14/2010,130.55,132.71,129.91,132.31,7114544,IBM
1/15/2010,132.03,132.89,131.09,131.78,8502320,IBM
1/19/2010,131.63,134.25,131.56,134.14,13916168,IBM
1/20/2010,130.46,131.15,128.95,130.25,15201857,IBM
1/21/2010,130.47,130.69,128.06,129,9608696,IBM
1/22/2010,128.67,128.89,125.37,125.5,10089325,IBM
1/25/2010,126.33,126.9,125.71,126.12,5738920,IBM
1/26/2010,125.92,127.75,125.41,125.75,7136640,IBM
1/27/2010,125.82,126.96,125.04,126.33,8719447,IBM
1/28/2010,127.03,127.04,123.05,123.75,9622829,IBM
1/29/2010,124.32,125,121.9,122.39,11572387,IBM
2/1/2010,123.23,124.95,122.78,124.67,7249873,IBM
2/2/2010,124.79,125.81,123.95,125.53,5900187,IBM
2/3/2010,125.16,126.07,125.07,125.66,4177981,IBM
2/4/2010,125.19,125.44,122.9,123,9129991,IBM
2/5/2010,123.04,123.72,121.83,123.52,8618019,IBM
2/8/2010,123.15,123.22,121.74,121.88,5719389,IBM
2/9/2010,122.65,124.2,122.46,123.21,6044966,IBM
2/10/2010,122.94,123.65,122.21,122.81,5219260,IBM
2/11/2010,122.58,124.2,122.06,123.73,5091096,IBM
2/12/2010,123.01,124.05,121.61,124,8018236,IBM
2/16/2010,124.91,125.23,124.11,125.23,6777265,IBM
2/17/2010,125.5,126.53,125.21,126.33,5827357,IBM
2/18/2010,126.13,128,126,127.81,5527576,IBM
2/19/2010,127.35,128.06,126.87,127.19,6303678,IBM
2/22/2010,127.3,127.43,126.31,126.85,3808077,IBM
2/23/2010,126.48,127.66,126,126.46,4594376,IBM
2/24/2010,127.02,128.27,126.81,127.59,4782100,IBM
2/25/2010,126.05,127.24,125.57,127.07,5658776,IBM
2/26/2010,127.01,128,126.74,127.16,4784139,IBM
3/1/2010,127.5,128.83,127.47,128.57,4577715,IBM
3/2/2010,128.7,129.09,127.13,127.42,6013437,IBM
3/3/2010,127.73,128.02,126.68,126.88,6389967,IBM
3/4/2010,127.07,127.07,125.47,126.72,6032328,IBM
3/5/2010,127.17,127.55,127.04,127.25,6140472,IBM
3/8/2010,127.06,127.5,126.36,126.41,6199570,IBM
3/9/2010,126.27,126.29,125.2,125.55,7529306,IBM
3/10/2010,125.98,126.36,125.21,125.62,6917512,IBM
3/11/2010,125.71,127.81,125.71,127.6,7929401,IBM
3/12/2010,127.91,128.37,127.51,127.94,5170094,IBM
3/15/2010,127.4,128.34,127.28,127.83,4544089,IBM
3/16/2010,128,128.88,127.45,128.67,6135031,IBM
3/17/2010,128.9,128.93,127.36,127.76,6348995,IBM
3/18/2010,127.46,128.75,127.45,128.38,4954633,IBM
3/19/2010,128.84,128.93,126.78,127.71,10744286,IBM
3/22/2010,127.11,128.39,126.57,127.98,5651866,IBM
3/23/2010,127.94,129.43,127.64,129.37,5979298,IBM
3/24/2010,128.63,129.95,128.47,128.53,6669246,IBM
3/25/2010,129.36,130.73,129.13,129.24,7605394,IBM
3/26/2010,128.93,129.78,128.72,129.26,5550705,IBM
3/29/2010,129.3,129.95,128.26,128.59,4643265,IBM
3/30/2010,128.9,129.13,128.25,128.77,3426538,IBM
3/31/2010,128.23,128.75,127.65,128.25,4904711,IBM
4/1/2010,128.95,129.31,127.55,128.25,4980625,IBM
4/5/2010,128.38,129.8,128.14,129.35,4118884,IBM
4/6/2010,128.68,129.3,128.05,128.93,3926409,IBM
4/7/2010,128.53,129.27,128.01,128.48,5157358,IBM
4/8/2010,128.04,128.23,127.2,127.61,6006833,IBM
4/9/2010,127.88,128.87,127.12,128.76,5186516,IBM
4/12/2010,128.57,128.96,128.24,128.36,3994168,IBM
4/13/2010,128.26,129.44,127.84,129.03,6821802,IBM
4/14/2010,129.73,131.42,129.46,131.25,8545857,IBM
4/15/2010,130.53,131.14,130.19,130.89,6425399,IBM
4/16/2010,130.68,132.17,130.25,130.63,9549798,IBM
4/19/2010,130.38,132.28,130.38,132.23,11353679,IBM
4/20/2010,129.2,130.33,128.26,129.69,15218573,IBM
4/21/2010,129.87,130.27,128.5,128.99,7560015,IBM
4/22/2010,128.64,129.36,127.77,129.13,6018690,IBM
4/23/2010,129.08,130.1,128.71,129.99,6197382,IBM
4/26/2010,129.76,131.04,129.54,130.73,5285484,IBM
4/27/2010,129.9,132,128.71,128.82,10917510,IBM
4/28/2010,129.4,130.47,129.03,130.1,7123602,IBM
4/29/2010,130.55,131.21,130.15,130.46,5786888,IBM
4/30/2010,130.43,130.64,128.84,129,6266689,IBM
5/3/2010,129.39,130.14,128.8,129.6,4992019,IBM
5/4/2010,128.89,128.93,126.58,128.12,8285289,IBM
5/5/2010,127.12,128.23,126.87,127.46,6072834,IBM
5/6/2010,126.29,127.93,116,123.92,13169697,IBM
5/7/2010,123.36,124.39,120,122.1,10585340,IBM
5/10/2010,126.27,126.67,125.06,126.27,8464250,IBM
5/11/2010,125.21,128.42,125.15,126.89,6499773,IBM
5/12/2010,127.16,132.85,127.01,132.68,16629704,IBM
5/13/2010,130.93,133.1,130.85,131.48,10498358,IBM
5/14/2010,131.06,131.67,129.41,131.19,9920567,IBM
5/17/2010,130.68,131.76,128.7,130.44,8924745,IBM
5/18/2010,131.26,131.99,129.9,129.95,9332110,IBM
5/19/2010,129.37,130.5,127.82,128.86,8669840,IBM
5/20/2010,127.22,127.96,123.68,123.8,13178148,IBM
5/21/2010,122.16,125.61,121.4,125.42,12639577,IBM
5/24/2010,125.26,126.02,124.04,124.45,6876074,IBM
5/25/2010,121.47,124.95,121.47,124.52,9498873,IBM
5/26/2010,124.89,125.94,123,123.23,9085936,IBM
5/27/2010,125.05,126.39,124.77,126.39,7726560,IBM
5/28/2010,125.96,126.28,124.29,125.26,7422373,IBM
6/1/2010,124.69,126.88,124.2,124.34,7136082,IBM
6/2/2010,124.85,127.5,124.35,127.41,7705556,IBM
6/3/2010,127.75,128.22,126.46,127.96,6645219,IBM
6/4/2010,126.37,127.1,124.67,125.28,9669111,IBM
6/7/2010,125.57,125.86,124.13,124.13,6951325,IBM
6/8/2010,124.26,124.46,122.82,123.72,8399126,IBM
6/9/2010,124.83,125.84,123.58,123.9,7800309,IBM
6/10/2010,125.99,128.22,125.8,127.68,7479610,IBM
6/11/2010,126.73,128.8,126.44,128.45,5827093,IBM
6/14/2010,128.5,129.97,128.49,128.5,6753113,IBM
6/15/2010,128.93,129.95,128.37,129.79,6652612,IBM
6/16/2010,128.34,130.68,128.34,130.35,6400971,IBM
6/17/2010,130.07,131.03,129.86,130.98,5575129,IBM
6/18/2010,131.02,131.25,130.13,130.15,9581587,IBM
6/21/2010,131.42,131.94,130.22,130.65,6857800,IBM
6/22/2010,130.37,131.47,129.07,129.3,6030623,IBM
6/23/2010,129.25,131.47,129.09,130.11,6855741,IBM
6/24/2010,129.57,129.73,127.7,128.19,5565558,IBM
6/25/2010,128.34,129.1,127.12,127.12,10420671,IBM
6/28/2010,127.65,129.47,127.22,128.98,6335135,IBM
6/29/2010,127.35,128.4,124.12,125.09,9378799,IBM
6/30/2010,124.83,125.22,123,123.48,8017939,IBM
7/1/2010,123.55,124.21,121.61,122.57,9742208,IBM
7/2/2010,123.29,123.29,120.61,121.86,6454413,IBM
7/6/2010,123.58,124.63,122.17,123.46,6348708,IBM
7/7/2010,123.47,127.12,123.47,127,7090291,IBM
7/8/2010,127.37,128.15,126.74,127.97,5439963,IBM
7/9/2010,127.9,128.2,127.29,127.96,3898464,IBM
7/12/2010,127.37,128.83,127.16,128.67,4206871,IBM
7/13/2010,128.97,130.98,128.69,130.48,6687660,IBM
7/14/2010,129.32,131.6,129.14,130.72,6607133,IBM
7/15/2010,129.87,130.92,129.55,130.72,6187523,IBM
7/16/2010,129.96,130.15,127.85,128.03,7002854,IBM
7/19/2010,128.67,130.38,128.37,129.79,8388587,IBM
7/20/2010,122.97,126.56,122.93,126.55,16340314,IBM
7/21/2010,126.44,126.5,124.62,125.27,8615430,IBM
7/22/2010,126.32,127.78,126.05,127.47,6909088,IBM
7/23/2010,127.3,128.8,127,128.38,5077974,IBM
7/26/2010,128.18,128.43,127.14,128.41,5172270,IBM
7/27/2010,128.78,129.17,127.89,128.63,4648527,IBM
7/28/2010,128.67,129.35,127.88,128.43,4252631,IBM
7/29/2010,129.06,129.5,127.14,128.02,8997318,IBM
7/30/2010,127.43,128.98,127.04,128.4,6025837,IBM
8/2/2010,129.25,131.2,129.25,130.76,6437441,IBM
8/3/2010,130.03,131.04,129.33,130.37,5091953,IBM
8/4/2010,130.46,131.5,129.85,131.27,4573074,IBM
8/5/2010,130.73,131.98,130.53,131.83,4523103,IBM
8/6/2010,130.41,130.48,128.76,130.14,6137850,IBM
8/9/2010,130.79,132.34,130.4,132,6135341,IBM
8/10/2010,131.18,132.49,130.77,131.84,5471688,IBM
8/11/2010,130.69,130.69,129.46,129.83,6318083,IBM
8/12/2010,127.69,128.78,127.52,128.3,5132391,IBM
8/13/2010,127.96,128.46,127.33,127.87,4670519,IBM
8/16/2010,127.47,128.23,126.96,127.77,4009130,IBM
8/17/2010,128.83,129.85,127.9,128.45,4298556,IBM
8/18/2010,128.87,130.2,127.8,129.39,4883300,IBM
8/19/2010,128.67,129.59,128.02,128.9,5402547,IBM
8/20/2010,128.72,128.98,126.96,127.5,6246279,IBM
8/23/2010,127.57,128.03,126.44,126.47,4034693,IBM
8/24/2010,125.21,126.02,124.57,124.9,5624039,IBM
8/25/2010,124.57,125.6,124,125.27,5239579,IBM
8/26/2010,125.78,125.78,122.78,122.78,7748597,IBM
8/27/2010,123.83,124.8,122.42,124.73,6214197,IBM
8/30/2010,125.08,125.27,123.4,123.4,3603963,IBM
8/31/2010,123.31,123.99,122.28,123.05,5659755,IBM
9/1/2010,125.31,126.31,124.52,125.77,5624070,IBM
9/2/2010,126.03,126.23,124.65,125.04,5104538,IBM
9/3/2010,126.22,127.6,125.9,127.58,5144355,IBM
9/7/2010,126.99,127.36,125.88,125.95,4353927,IBM
9/8/2010,126.02,126.52,125.39,126.08,4486438,IBM
9/9/2010,127.27,127.57,126.15,126.36,3437612,IBM
9/10/2010,126.99,128.29,126.26,127.99,4419379,IBM
9/13/2010,128.63,130,128.52,129.61,5272370,IBM
9/14/2010,128.43,129.92,128.43,128.85,4851469,IBM
9/15/2010,128.65,129.96,128.54,129.43,4762454,IBM
9/16/2010,129.2,129.95,128.8,129.67,4685578,IBM
9/17/2010,129.92,130.6,129.7,130.19,10397659,IBM
9/20/2010,130.24,132.09,130.11,131.79,7214702,IBM
9/21/2010,131.45,132.8,130.78,131.98,5268605,IBM
9/22/2010,131.61,132.58,131.4,132.57,4922526,IBM
9/23/2010,131.42,132.78,131.22,131.67,3898904,IBM
9/24/2010,132.42,134.15,132.34,134.11,7122325,IBM
9/27/2010,133.51,135,133.51,134.65,6155512,IBM
9/28/2010,134.67,135.14,133.71,134.89,7484022,IBM
9/29/2010,134.4,135.8,134.34,135.48,5151624,IBM
9/30/2010,135.5,136.11,133.67,134.14,6432129,IBM
10/1/2010,135.51,136.28,135.09,135.64,5621197,IBM
10/4/2010,135.23,135.92,134.39,135.25,4063858,IBM
10/5/2010,136.18,137.9,136.12,137.66,6202496,IBM
10/6/2010,136.88,137.96,136.83,137.84,4782906,IBM
10/7/2010,137.92,138.88,137.52,138.72,6440718,IBM
10/8/2010,138.4,139.09,138.06,138.85,4543943,IBM
10/11/2010,138.79,139.94,138.64,139.66,4009658,IBM
10/12/2010,138.4,139.99,138.27,139.85,5639174,IBM
10/13/2010,139.91,141.48,139.78,140.37,8788326,IBM
10/14/2010,140.35,141.5,139.69,141.5,5658943,IBM
10/15/2010,142.1,142.1,140.54,141.06,7224057,IBM
10/18/2010,140.9,143.03,140.84,142.83,10341157,IBM
10/19/2010,137.3,139.34,136.7,138.03,14160546,IBM
10/20/2010,138.28,139.87,138.13,139.07,6954831,IBM
10/21/2010,139.81,140.49,138.4,139.83,6230393,IBM
10/22/2010,140.15,140.75,139.46,139.67,4105312,IBM
10/25/2010,140.42,141.4,139.81,139.84,4870212,IBM
10/26/2010,139.29,142,138.53,140.67,7328198,IBM
10/27/2010,139.52,141.57,139,141.43,6467113,IBM
10/28/2010,141.84,141.95,140.42,140.9,5482601,IBM
10/29/2010,140.9,144,140.75,143.6,8444096,IBM
11/1/2010,143.64,144.26,142.32,143.32,5676036,IBM
11/2/2010,143.85,144.71,143.71,143.84,4626496,IBM
11/3/2010,144.24,144.46,142.63,144.17,5182447,IBM
11/4/2010,144.82,146.84,144.71,146.79,6626305,IBM
11/5/2010,145.94,146.93,145.67,146.92,4996376,IBM
11/8/2010,145.35,146.58,145.25,146.46,4459904,IBM
11/9/2010,146.7,147.53,145.63,146.14,5701284,IBM
11/10/2010,146.09,146.79,145.63,146.55,5175737,IBM
11/11/2010,144.7,145.5,143.35,145.43,4752261,IBM
11/12/2010,144.59,145.77,143.55,143.74,4732937,IBM
11/15/2010,143.89,144.75,143.27,143.64,3828151,IBM
11/16/2010,142.93,143.38,141.18,142.24,6350519,IBM
11/17/2010,142.49,142.49,141.39,141.95,4787048,IBM
11/18/2010,143.04,144.99,142.75,144.36,4238874,IBM
11/19/2010,144.38,145.35,143.99,145.05,5015957,IBM
11/22/2010,144,145.43,143.56,145.39,3730686,IBM
11/23/2010,144.24,144.53,142.33,143.18,4573145,IBM
11/24/2010,143.95,146.44,143.82,145.81,4877219,IBM
11/26/2010,145.3,145.3,143.57,143.9,2081260,IBM
11/29/2010,143.53,143.67,141.5,142.89,5040206,IBM
11/30/2010,142.24,142.76,141.28,141.46,7676320,IBM
12/1/2010,143.61,145.13,143.51,144.41,6826974,IBM
12/2/2010,144.33,145.85,144.3,145.18,5375523,IBM
12/3/2010,144.25,145.68,144.25,145.38,3710884,IBM
12/6/2010,144.54,145.87,144.52,144.99,3321951,IBM
12/7/2010,146.02,146.3,143.87,144.02,4830430,IBM
12/8/2010,144.35,145.65,143.84,144.98,4962115,IBM
12/9/2010,145.94,145.94,143.52,144.3,4406114,IBM
12/10/2010,144.88,144.95,143.73,144.82,3503880,IBM
12/13/2010,145.14,145.4,144.21,144.28,4741876,IBM
12/14/2010,144.26,146.01,144.26,145.82,4804172,IBM
12/15/2010,145.13,145.72,144.31,144.72,4447397,IBM
12/16/2010,144.84,145.32,144.15,144.55,4178664,IBM
12/17/2010,144.69,145.5,144.4,145,10026946,IBM
12/20/2010,145.39,145.54,144.39,144.51,3994963,IBM
12/21/2010,144.99,145.99,144.33,145.74,3779240,IBM
12/22/2010,145.66,146.4,145.58,145.95,3388801,IBM
12/23/2010,145.89,146.33,145.33,145.89,2425301,IBM
12/27/2010,145.12,145.7,145,145.34,2314687,IBM
12/28/2010,145.31,146.15,145.06,145.71,2700968,IBM
12/29/2010,146,147.5,145.71,146.52,3662739,IBM
12/30/2010,146.36,147.11,146.25,146.67,3039004,IBM
12/31/2010,146.73,147.07,145.96,146.76,2969933,IBM
1/3/2011,147.21,148.2,147.14,147.48,4604911,IBM
1/4/2011,147.56,148.22,146.64,147.64,5060088,IBM
1/5/2011,147.34,147.48,146.73,147.05,4659195,IBM
1/6/2011,147.13,148.79,146.82,148.66,5032270,IBM
1/7/2011,148.79,148.86,146.94,147.93,4136379,IBM
1/10/2011,147.58,148.06,147.23,147.64,3633350,IBM
1/11/2011,148.2,148.35,146.75,147.28,4164771,IBM
1/12/2011,147.99,149.29,147.67,149.1,4091442,IBM
1/13/2011,149.24,149.29,148.25,148.82,3445785,IBM
1/14/2011,148.89,150,148.47,150,4546899,IBM
1/18/2011,149.82,151.46,149.38,150.65,9176829,IBM
1/19/2011,153.26,156.13,152.83,155.69,12143645,IBM
1/20/2011,154.53,155.96,154.45,155.8,7441447,IBM
1/21/2011,156.4,156.78,154.96,155.5,7009010,IBM
1/24/2011,155.42,159.79,155.33,159.63,7288661,IBM
1/25/2011,159.21,164.35,159,161.44,8262242,IBM
1/26/2011,161.67,161.9,160.42,161.04,5353895,IBM
1/27/2011,161.43,162.18,160.86,161.07,4879977,IBM
1/28/2011,161.05,161.92,158.67,159.21,6725708,IBM
1/31/2011,159.18,162,158.68,162,7197200,IBM
2/1/2011,162.11,163.94,162,163.56,5834162,IBM
2/2/2011,163.4,163.6,162.61,163.3,3904892,IBM
2/3/2011,163.16,164.2,162.81,163.53,4685095,IBM
2/4/2011,163.48,164.14,163.22,164,3755814,IBM
2/7/2011,164.08,164.99,164.02,164.82,4932599,IBM
2/8/2011,164.82,166.25,164.32,166.05,5615348,IBM
2/9/2011,165.62,165.97,164.1,164.65,4635303,IBM
2/10/2011,163.9,165,163.18,164.09,5737806,IBM
2/11/2011,163.98,165.01,163.31,163.85,5185697,IBM
2/14/2011,164.18,164.38,162.85,163.22,4131438,IBM
2/15/2011,162.89,163.57,162.52,162.84,3768703,IBM
2/16/2011,163.33,163.6,162.75,163.4,3221301,IBM
2/17/2011,163.3,164.67,162.85,164.24,3231171,IBM
2/18/2011,164.46,164.84,164.1,164.84,4245059,IBM
2/22/2011,163.57,164.26,161.78,161.95,5210857,IBM
2/23/2011,161.81,162.68,160.14,160.18,6001475,IBM
2/24/2011,159.63,161.27,159.03,160.77,5709476,IBM
2/25/2011,161.06,162.34,160.86,162.28,4522003,IBM
2/28/2011,162.36,162.99,161.24,161.88,4773936,IBM
3/1/2011,163.15,163.15,159.88,159.97,4383043,IBM
3/2/2011,159.43,161.11,159.41,160.16,3413127,IBM
3/3/2011,161.42,164,161.27,163.48,4065346,IBM
3/4/2011,163.4,164.31,160.65,161.83,4913666,IBM
3/7/2011,161.6,162.98,158.85,159.93,5318064,IBM
3/8/2011,159.7,163.43,159.21,162.28,5392122,IBM
3/9/2011,163.47,167.72,163.28,165.86,9084892,IBM
3/10/2011,164.64,164.67,161.38,162.02,7052811,IBM
3/11/2011,162.4,163.24,160.84,162.43,4271968,IBM
3/14/2011,161.16,161.98,160.09,161.39,4304870,IBM
3/15/2011,157.35,159.64,156.88,159.02,6485554,IBM
3/16/2011,156.52,156.98,151.71,153,12204867,IBM
3/17/2011,154,154.5,152.7,154.18,7378767,IBM
3/18/2011,156.5,156.95,154.32,155.89,11454323,IBM
3/21/2011,157.64,159.63,157.07,157.68,5784527,IBM
3/22/2011,158.56,158.61,157.52,158,4312353,IBM
3/23/2011,158,160.08,157.53,159.53,4783305,IBM
3/24/2011,160.23,160.71,158.84,160.04,5150081,IBM
3/25/2011,160.98,162.74,160.76,162.18,5351526,IBM
3/28/2011,161.54,162.58,161.12,161.37,3973680,IBM
3/29/2011,161.34,163.09,161.15,162.88,3460830,IBM
3/30/2011,163.55,163.99,163.02,163.6,3396852,IBM
3/31/2011,163.4,164.06,163.07,163.07,3862368,IBM
4/1/2011,163.7,164.42,163.04,164.27,4388206,IBM
4/4/2011,164.42,164.73,163.58,164.25,3226474,IBM
4/5/2011,163.81,164.7,163.62,163.99,3616188,IBM
4/6/2011,164.34,164.75,163.81,164.04,3776524,IBM
4/7/2011,164.1,164.55,163.28,164.38,3670064,IBM
4/8/2011,164.35,164.38,163.16,164.05,3326158,IBM
4/11/2011,163.44,164,163.11,163.95,4141248,IBM
4/12/2011,163.36,163.77,162.3,163.25,3863367,IBM
4/13/2011,163.97,164.93,163.66,163.95,4185429,IBM
4/14/2011,163.84,165.36,163.16,164.97,4702262,IBM
4/15/2011,165,166.34,164.87,166.21,5291077,IBM
4/18/2011,164.64,166.16,162.86,165.94,6164069,IBM
4/19/2011,165.71,166.38,164.44,165.4,6597435,IBM
4/20/2011,163.1,165.89,162.19,164.75,10901117,IBM
4/21/2011,165.63,168.45,164.86,168.28,6171786,IBM
4/25/2011,167.65,168.77,167.23,167.67,3584142,IBM
4/26/2011,167.99,169.2,167.4,168.49,7267376,IBM
4/27/2011,168.61,170.59,168.46,170.37,5299720,IBM
4/28/2011,169.99,171.38,169.7,170.78,5090377,IBM
4/29/2011,171.1,173,170.48,170.58,5588010,IBM
5/2/2011,172.11,173.54,171.49,172.15,5397951,IBM
5/3/2011,172,173.48,171.23,172.87,5009923,IBM
5/4/2011,172.36,172.62,169.59,170.62,6894585,IBM
5/5/2011,170.47,170.87,167.5,168.46,7338670,IBM
5/6/2011,169.03,170.15,168.24,168.89,4839438,IBM
5/9/2011,168.39,169.85,168.31,169.1,3591728,IBM
5/10/2011,169.25,170.9,169.22,170.38,4936698,IBM
5/11/2011,170.3,170.52,167.82,169.5,4665303,IBM
5/12/2011,169.65,172.77,168.65,172.24,5142809,IBM
5/13/2011,171.7,172.15,169.44,169.92,5168995,IBM
5/16/2011,169.81,170.64,168.31,168.86,4662973,IBM
5/17/2011,167.85,171.41,166.53,170.5,8793885,IBM
5/18/2011,170.1,171.19,169.46,170.44,4157195,IBM
5/19/2011,170.86,171.4,169.32,170.59,3540005,IBM
5/20/2011,170.4,171.15,169.38,170.16,4873602,IBM
5/23/2011,168.58,168.69,167.07,168.26,5150032,IBM
5/24/2011,168.5,168.67,167.51,167.99,4643753,IBM
5/25/2011,167.63,168.4,167.51,167.75,3884049,IBM
5/26/2011,167.46,167.5,165.9,167.18,5775929,IBM
5/27/2011,167.91,168.47,167,167.5,3277507,IBM
5/31/2011,168.44,169.89,167.82,168.93,9130673,IBM
6/1/2011,168.9,169.58,166.5,166.56,5134779,IBM
6/2/2011,166.44,167.1,165.71,166.09,3854020,IBM
6/3/2011,164.3,165.89,164.13,165.05,5230500,IBM
6/6/2011,164.76,165.58,164.27,164.75,3619681,IBM
6/7/2011,165.11,165.24,163.61,163.69,4189497,IBM
6/8/2011,163.27,164.85,163.26,164.34,3850732,IBM
6/9/2011,165.01,165.96,164.76,164.84,4299799,IBM
6/10/2011,164.57,164.84,162.87,163.18,4686370,IBM
6/13/2011,164.44,164.46,162.73,163.17,5099508,IBM
6/14/2011,163.87,164.57,163.65,164.12,7050074,IBM
6/15/2011,162.75,163.41,161.52,162.33,5225995,IBM
6/16/2011,162.06,163.63,161.78,162.67,4861065,IBM
6/17/2011,164.24,165.1,163.58,164.44,7153383,IBM
6/20/2011,163.7,165.61,163.59,165.02,3956099,IBM
6/21/2011,165.2,166.75,164,166.22,5388285,IBM
6/22/2011,165.59,166.81,165.1,165.68,3963254,IBM
6/23/2011,164.06,166.73,163.8,166.12,5271671,IBM
6/24/2011,165.85,165.94,164.57,165.07,4405237,IBM
6/27/2011,165.74,168.24,165.21,167.62,4446954,IBM
6/28/2011,168.33,170.7,168.01,170.01,4850127,IBM
6/29/2011,170.61,170.86,169.82,170.54,3817296,IBM
6/30/2011,171.11,172.45,170.75,171.55,5105362,IBM
7/1/2011,171.61,174.65,171.49,174.54,5181660,IBM
7/5/2011,173.52,175.43,173.52,175.43,4586423,IBM
7/6/2011,175.19,177.77,175.09,177.71,5887048,IBM
7/7/2011,176.78,177.27,176.12,176.48,5907150,IBM
7/8/2011,175.49,176.49,175.01,176.49,4400429,IBM
7/11/2011,174.9,176.15,174.61,174.99,4766847,IBM
7/12/2011,174.93,175.37,173.89,174.05,5036955,IBM
7/13/2011,174.9,176.32,174,174.32,4074888,IBM
7/14/2011,174.4,176.1,173.84,174.23,4613459,IBM
7/15/2011,175.08,175.94,174.07,175.54,5350142,IBM
7/18/2011,174.73,176.46,173.58,175.28,8879640,IBM
7/19/2011,178.74,185.21,178.65,185.21,13248767,IBM
7/20/2011,183.84,184.42,183,183.65,5902862,IBM
7/21/2011,183.59,185.5,182.9,184.9,4959316,IBM
7/22/2011,184.64,185.63,184.26,185.18,4517396,IBM
